"","id","id_str","name","screen_name","location","description","url","followers_count","friends_count"
"59",2964949642,"2964949642","Martha McSally","RepMcSally","Southern Arizona","Honored to represent the people of Arizona's Second Congressional District in the U.S House of Representatives.","http://t.co/uhBWBXn5BB",7339,726
"60",2964877294,"2964877294","Rep. Mike Bost","RepBost","IL-12 Congressional District ","Member of Congress proudly representing IL-12. Serving on @transport, @HouseAgNews, and @HouseVetAffairs Committees. Find me on FB at https://t.co/cjWY9Itiyr","https://t.co/4tXoH7NdiQ",3328,874
"61",2964526557,"2964526557","Rep. Alex Mooney","RepAlexMooney","Charles Town, WV","Official account for Congressman Alex Mooney representing the 2nd district of West Virginia. Congressman Mooney serves on the House Financial Services Committee","https://t.co/dKSBzlN9IY",4185,442
"62",2964287128,"2964287128","Rick W. Allen","RepRickAllen","Augusta, GA and Washington, DC","Proudly representing Georgia's 12th Congressional District","http://t.co/RseyZoCFIB",4446,122
"63",2964174789,"2964174789","Senator Thom Tillis","SenThomTillis","Washington, D.C. ","Official Twitter account of North Carolina U.S. Senator Thom Tillis.","https://t.co/mLVkKiULqh",21087,3133
"64",2963445730,"2963445730","Rep. Will Hurd","HurdOnTheHill","#TX23","San Antonio native, @TAMU grad, former undercover @CIA officer, cybersecurity expert, Chair of IT Subcommittee on @GOPOversight, also on @HouseHomeland & HPSCI","https://t.co/w6EN71cdoK",16168,995
"65",2962994194,"2962994194","Tom MacArthur","RepTomMacArthur","","Congressman for New Jersey's Third Congressional District","http://t.co/jpK6IZgOJH",5705,659
"66",2962923040,"2962923040","Senator Ben Sasse","SenSasse","","The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.",,47448,1
"67",2962891515,"2962891515","Rep. Ralph Abraham","RepAbraham","","Proudly representing Louisiana's 5th District. Rural family physician, veteran, farmer, pilot, former veterinarian, husband, father & grandfather.",,4582,99
"68",2962868158,"2962868158","Rep. Don Beyer","RepDonBeyer","Northern Virginia & DC","Proudly represent Virginia's 8th District in Congress #VA08 #VA8 #NoVa #Arlington #Alexandria #FallsChurch #Fairfax. #ClimateChange #EqualPay #GunSense #Science","https://t.co/GLUWQ36Xkc",24948,2223
"69",2962813893,"2962813893","Rep. Elise Stefanik","RepStefanik","","Official Twitter Account for Congresswoman Elise Stefanik, proudly representing New York's 21st District.","http://t.co/aqRshGoEsH",8803,246
"70",2955485182,"2955485182","Senator Mike Rounds","SenatorRounds","Pierre, South Dakota","U.S. Senator for South Dakota","http://t.co/gMVH2AwcFu",10946,540
"71",2953974395,"2953974395","French Hill","RepFrenchHill","Washington, DC","Official account for Rep French Hill. Ninth generation Arkansan and Little Rock businessman proudly representing Arkansas's Second Congressional District. #AR2","http://t.co/TggD8sC0rY",5289,547
"72",2953922782,"2953922782","Rep. Ryan Costello","RepRyanCostello","PA-06 ","U.S. Congressman #PA06. @HouseCommerce Committee. Husband, dad, Philly sports fan. Ursinus & Villanova alum.","http://t.co/jEHV8zDLWZ",5145,499
"73",2953713339,"2953713339","Rep. Evan Jenkins","RepEvanJenkins","West Virginia","I'm honored to represent the people of West Virginia's 3rd Congressional District in Congress.","http://t.co/4WvQYxuluZ",4727,572
"74",2953494478,"2953494478","Ryan Zinke","RepRyanZinke","Montana","5th generation Montanan. Retired #NavySEAL Commander. Husband, father, grandfather. Played 4 #OregonDucks. Teddy Roosevelt fan. Congressman for Montana.","https://t.co/4VpMC6h5ac",10779,1040
"75",2951574214,"2951574214","Rep. Garret Graves","RepGarretGraves","Follow us on Facebook: ","Official Twitter Page of Congressman Garret Graves (LA06)","https://t.co/glkM2IIXms",4376,711
"76",2933760046,"2933760046","Barbara Comstock","RepComstock","Virginia's 10th CD","Honored To Represent Virginia’s 10th Congressional District. Attorney • Legislator • Mom","https://t.co/zwcWKMBIGJ",7179,628
"77",2932617195,"2932617195","Rep. Bruce Poliquin","RepPoliquin","","Proudly Serving Maine's Second Congressional District","http://t.co/Ogg3AouzND",4440,342
"78",2930635215,"2930635215","Rep Dan Newhouse","RepNewhouse","","Proud to represent Washington's 4th District in the U.S. Congress","https://t.co/qIftHgI639",5188,1507
"79",2929491549,"2929491549","Brian Babin","RepBrianBabin","","Honored to serve citizens of #TX36 in U.S. Congress. Chairman of @HouseScience Space Subcommittee and Member of House @Transport Committee.","https://t.co/tJRjOi3OmN",5437,629
"80",2916086925,"2916086925","Alma S. Adams","RepAdams","","Congresswoman. Educator. Artist.","https://t.co/wPfZolUQ4r",6584,912
"81",2914571740,"2914571740","Mike Bishop","RepMikeBishop","Rochester, MI","Official account for Congressman Mike Bishop #MI08. Proudly serving on the tax-writing @WaysandMeansGOP.","http://t.co/cJYobAueyX",6331,682
"82",2914515430,"2914515430","Tom Emmer","RepTomEmmer","Otsego, MN | Washington, D.C.","Husband, father, hockey fan, and Congressman for Minnesota's 6th District.","http://t.co/jU8TYBqqHL",4851,205
"83",2914163523,"2914163523","Barry Loudermilk","RepLoudermilk","","Rep. Barry Loudermilk represents Georgia's 11th Congressional District, which includes all of Bartow and Cherokee counties and portions of Cobb and Fulton.","https://t.co/FWd4vPQ7Po",5627,1484
"84",2891210047,"2891210047","SenDanSullivan","SenDanSullivan","","Official twitter account for U.S. Senator Dan Sullivan.  Proudly serving the state of Alaska.","http://t.co/9uIoLCChCm",8738,531
"85",2869746172,"2869746172","Dave Trott","repdavetrott","","Dad, husband, lifelong resident of Southeast Michigan and Representative for Michigan's 11th District.","http://t.co/IbwtalQDVL",5329,215
"86",2864384387,"2864384387","Steve Knight","UnofficialSK","","Thank you for visiting my campaign page. If your intention was to visit my official House of Representatives page, click here: https://t.co/w3kr2SfMrI",,531,316
"87",2863210809,"2863210809","David Perdue","sendavidperdue","Georgia","Official Twitter account for U.S. Senator David Perdue of Georgia.","http://t.co/I3Xla94WAO",17056,927
"88",2863006655,"2863006655","Brenda Lawrence","RepLawrence","Washington, DC","Congresswoman for Michigan's 14th District: Detroit, Southfield, Oakland and Wayne Counties.","https://t.co/jik2CxOIWT",6224,1060
"89",2862577383,"2862577383","Congressman Ken Buck","RepKenBuck"," Windsor, CO | Washington, DC","Husband. Father. Proudly represent the wonderful people of Colorado CD-04.","http://t.co/Tl3R80YNB1",6470,311
"90",2861616083,"2861616083","Gary Palmer","USRepGaryPalmer","","Proudly serving the people of Alabama's 6th Congressional District.","https://t.co/f5XX8JEE0I",5405,880
"91",2856787757,"2856787757","Joni Ernst","SenJoniErnst","Iowa ","Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.","http://t.co/zUYK5PQEOd",21308,49
"92",2853309155,"2853309155","Rep. Carlos Curbelo","RepCurbelo","","Representing Florida's 26th Congressional District, Husband, Dad, Catholic, Son of Cuban exiles, GOP, UM gradx2, Belen Jesuit","https://t.co/QxJpDQmah9",9222,212
"93",2852998461,"2852998461","Rep. Bruce Westerman","RepWesterman","Hot Springs, Arkansas","Congressman representing 4th District of Arkansas; Vice Chair of Federal Lands Subcommittee. Husband. Father of four. Hot Springs native. Engineer. Forester.","http://t.co/bUBMKnHR6S",5256,741
"94",2847221717,"2847221717","John Ratcliffe","RepRatcliffe","Heath, TX","@HouseHomeland Cybersecurity Subcommittee Chairman & former federal prosecutor on @HouseJudiciary proudly representing Texas' 4th District. RTs ≠ endorsements","https://t.co/RaXZihMiQs",5186,551
"95",2750127259,"2750127259","Lee Zeldin","RepLeeZeldin","","Official Twitter of U.S. Congressman Lee Zeldin of New York's 1st Congressional District.",,4852,503
"96",2730150631,"2730150631","Rep. Curt Clawson","RepCurtClawson","Bonita Springs, FL","Member of Congress (FL-19)","https://t.co/f7wKPZ5rGI",2957,79
"97",2724095695,"2724095695","Rep. Stacey Plaskett","StaceyPlaskett","U.S. Virgin Is. | Wash., DC","Proudly representing the Virgin Islands of the United States","http://t.co/T9tJ8F2eLe",2669,235
"98",2696643955,"2696643955","Rep. John Moolenaar","RepMoolenaar","","Representing Michigan's Fourth Congressional District. This is the Twitter page of the official House office.","http://t.co/cwXZtKCJhJ",4063,328
"99",2560169238,"2560169238","Rep. Dave Brat","RepDaveBrat","Washington, DC","Proudly serving Virginia's Seventh Congressional District #VA07. I sit on the House Committees on @HouseBudgetGOP, @EdWorkforce, and the @HouseSmallBiz","https://t.co/aqYZqCVMTi",6912,796
"100",2433737761,"2433737761","Alcee L. Hastings","RepHastingsFL","Florida 20th","Congressman Alcee L. Hastings represents parts of Broward and Palm Beach counties in the U.S. House of Representatives.","http://t.co/g0E2ojpNr4",5563,66
"101",2382685057,"2382685057","Rob Woodall","RepRobWoodall","Lawrenceville, GA; Wash., D.C.","U.S. Representative for the Seventh District of Georgia, and serving as Chairman of the Rules Subcommittee on Legislative & Budget Process.","http://t.co/twbdtrZomN",3963,638
"102",2293131060,"2293131060","Katherine Clark","RepKClark","","Proudly representing the people of the 5th District of Massachusetts.","http://t.co/qWMKEO845O",30212,994
"103",2253968388,"2253968388","Rep. Bradley Byrne","RepByrne","Southwest Alabama","I am proud to represent Alabama's First Congressional District in the U.S. House of Representatives.","http://t.co/u2pktSOk1E",11016,3271
"104",1908143071,"1908143071","Rep. Brett Guthrie","RepGuthrie","Kentucky's Second District","Fighting for conservative values in Washington while representing the people of Kentucky's 2nd Congressional District","https://t.co/o8TdiWaWnj",4725,223
"105",1883356866,"1883356866","Rep John Duncan Jr.","RepJohnDuncanJr","Knoxville, TN","Proudly serving the people of Tennessee's 2nd District in the U.S. Congress, Vice Chairman of @Transport Committee & Member of @GOPoversight.","https://t.co/QaMuskAyW4",3605,345
"106",1880674038,"1880674038","US Rep Kathy Castor","USRepKCastor","","Tampa Bay's Congresswoman","https://t.co/H9etkVz65v",6959,2515
"107",1849261916,"1849261916","Blaine Luetkemeyer","RepBlainePress","Missouri's 3rd District","Congressman from Missouri's 3rd Congressional District, Member of the House Financial Services and Small Business Committees","https://t.co/HAAAI7JpAI",4848,248
"108",1623308912,"1623308912","Rep. Jason Smith","RepJasonSmith","MO-08","Honored to represent the families of Missouri's 8th Congressional District in the United States House of Representatives.","http://t.co/dxAOG6A9MK",7032,1003
"109",1531521632,"1531521632","Joyce Beatty","RepBeatty","Ohio's Third District","Official Twitter account for Congresswoman Joyce Beatty, representing Ohio's Third Congressional District in the U.S. House of Representatives.","https://t.co/ZrsTijMCcM",12557,1230
"110",1499993378,"1499993378","Mark Sanford","RepSanfordSC","SC-01","Serving the #Lowcountry in #SC01. Find me on Facebook at https://t.co/9HU8VA7ySB","http://t.co/nPQcn4g3sC",7213,450
"111",1444015610,"1444015610","U.S. Rep. Billy Long","USRepLong","","Representing Missouri’s 7th District in the United States Congress    Member of the House Energy and Commerce Committee","http://t.co/C79hr4bTUb",7954,4482
"112",1410590874,"1410590874","Rep. Peter Welch","PeterWelch","Vermont and Washington, DC","Official Twitter Account for Congressman Peter Welch, proudly representing the great state of Vermont in the U.S. House of Representatives.","http://t.co/P7VlnuEP0v",7898,1826
"113",1382011333,"1382011333","Rodney Frelinghuysen","USRepRodney","","Proudly serving the 11th Congressional District of New Jersey in the U.S. House of Representatives.","http://t.co/p1LPKyK90o",7263,100
"114",1339931490,"1339931490","Robin Kelly","RepRobinKelly","","Official Twitter account for Robin Kelly, U.S. Representative #IL02.","https://t.co/7pZornDHqs",8077,1247
"115",1305596696,"1305596696","Rep. Duncan Hunter","Rep_Hunter","","Representing California’s 50th District","http://t.co/8rSbcnjMYw",11971,238
"116",1289319271,"1289319271","Rep. Chris Smith","RepChrisSmith","","Proud to represent the 4th Congressional District of New Jersey    https://t.co/dYj7YzIRtq","http://t.co/a3ZJUqfRSg",8450,230
"117",1262814457,"1262814457","Tim Walz","RepTimWalz","","Teacher, Football Coach, Command Sgt. Major Proudly Representing Minnesota's 1st Congressional District; Ranking Member of House @VetAffairsDems","https://t.co/BSwXgKoOMq",6606,1026
"118",1260172386,"1260172386","Rep. Juan Vargas","RepJuanVargas","SD/Imperial Counties, CA","Official Twitter account of Rep. Vargas, representing southern San Diego County, all of Imperial County and California's entire US/Mexico border. #CA51","http://t.co/m3QdRCZFO0",11550,151
"119",1249982359,"1249982359","Leader McConnell","SenateMajLdr","Washington, DC","U.S. Senate Majority Leader Mitch McConnell","https://t.co/J5RQpHiTgo",240073,85
"120",1243902714,"1243902714","Julia Brownley","JuliaBrownley26","","U.S. Representative from California's 26th District.","http://t.co/HMlxAvA8LD",7494,592
"121",1222257180,"1222257180","Rep. Tony Cárdenas","RepCardenas","San Fernando Valley, CA","Proud to represent California's 29th District - the San Fernando Valley - in U.S. Congress. Member of @HouseCommerce; Democratic Assistant Whip.","https://t.co/LEayHjDmFc",11129,1400
"122",1209417007,"1209417007","Rep. Steve Scalise","SteveScalise","Jefferson, LA","Serving as House Majority Whip and representing LA-01. Follow me on Facebook: http://t.co/mIQZ2Jh9Gt and Instagram: http://t.co/5wuWc45xvq","http://t.co/JrUbzHZc34",23545,1735
"123",1206227149,"1206227149","Rep. Mark Pocan","repmarkpocan","Madison, WI and Washington, DC","Honored to serve the people of Wisconsin's Second District. First Vice Chair, @USProgressives","https://t.co/IvGB2NpiqX",15829,5114
"124",1155335864,"1155335864","Donald Payne Jr.","RepDonaldPayne","www.facebook.com/DonaldPayneJr","Proudly serving New Jersey's 10th Congressional District","http://t.co/X7zH0MlBcS",7717,943
"125",1155212191,"1155212191","Keith Rothfus","KeithRothfus","","Thank you for visiting my official Twitter account. I proudly represent and serve Pennsylvania's Twelfth Congressional District.","http://t.co/tKLzNwuY39",5369,494
"126",1140648348,"1140648348","D. Wasserman Schultz","RepDWStweets","Weston & Washington","U.S. Congresswoman proudly representing the people of Florida's 23rd District in our nation's capital.","http://t.co/L7PfQxOrER",9394,2332
"127",1135486501,"1135486501","Rep. Scott Peters","RepScottPeters","San Diego, Poway, Coronado","Serving #CA52. @EnergyCommerce, @VetAffairsDems, & @HouseNewDems. Loyalty to Country / Truth & Rule of Law / Opportunity / Strength Abroad / Respect & Kindness","https://t.co/IHSIVXNojp",14602,885
"128",1134292500,"1134292500","Rep. Beto O'Rourke","RepBetoORourke","El Paso, TX","US Congress - El Paso","https://t.co/Qj93LsYeQ4",22217,280
"129",1128514404,"1128514404","Rep. David Valadao","RepDavidValadao","Hanford, California","Proudly Representing California's 21st Congressional District.","http://t.co/qjFJoAGl",8303,381
"130",1099199839,"1099199839","Martin Heinrich","MartinHeinrich","","United States Senator from New Mexico","http://t.co/H0fgRR2v",41207,404
"131",1096059529,"1096059529","Senator Jim Risch","SenatorRisch","Boise & Washington, D.C.","United States Senator Jim Risch (R-ID)","http://t.co/EnaXWE63",29149,131
"132",1092979962,"1092979962","Rep. Cheri Bustos","RepCheri","Illinois & Washington, D.C.","Serving Illinois' 17th District. Wife & mother of 3 boys. Athlete. Former reporter. Fighter for better government. CoChair of DPCC. Facebook & Snapchat RepCheri","https://t.co/o22FqkWab3",17221,6899
"133",1092757885,"1092757885","Jim Bridenstine","RepJBridenstine","","Congressman Jim Bridenstine has the honor of serving Oklahoma's First Congressional District.","http://t.co/jyfO2zOWnk",21258,3497
"134",1089859058,"1089859058","Raul Ruiz","CongressmanRuiz","","Emergency room doctor and public servant. Proudly serving California's 36th Congressional District.","http://t.co/sgTdElO4",7941,3
"135",1089334250,"1089334250","Rep. Andy Barr","RepAndyBarr","Lexington, KY","Honored to represent Kentucky's Sixth Congressional District.  Fighting to get Kentuckians back to work and restore fiscal responsibility to Washington","http://t.co/XNnauaj5",10255,1202
"136",1083448909,"1083448909","US Rep. Filemon Vela","RepFilemonVela","District 34, Texas","U.S. Congressman for the 34th District of Texas - Privileged to represent South Texans.","http://t.co/c4zAIMBGjU",8355,331
"137",1080844782,"1080844782","Kyrsten Sinema","RepSinema","","Official twitter feed of U.S. Congresswoman Kyrsten Sinema, serving Arizona's 9th District.","https://t.co/49vmMW75Lr",18055,763
"138",1080509366,"1080509366","Bill Foster","RepBillFoster","Naperville, IL ","Congressman Bill Foster is a scientist and businessman representing the 11th Congressional District of Illinois","http://t.co/bEgQtuCKXN",11523,1958
"139",1077446982,"1077446982","Rep. Roger Williams","RepRWilliams","Central Texas","I am honored to represent the 25th Congressional District of Texas. Member of @FinancialCmte.","http://t.co/JVoBEX18T4",5650,652
"140",1077121945,"1077121945","Rep. Lois Frankel","RepLoisFrankel","","Representative from Florida's 21st Congressional District","https://t.co/37xQoov5rz",12766,1463
"141",1074518754,"1074518754","Sen. Tammy Baldwin","SenatorBaldwin","Washington, D.C.","Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin. Tweets from Tammy are signed -TB.","http://t.co/p7vErFeoRD",36326,2687
"142",1074480192,"1074480192","Senator Ted Cruz","SenTedCruz","Houston, Texas","Representing the State of Texas in the United States Senate.","https://t.co/9HWCyvKunh",925490,7484
"143",1074412920,"1074412920","Rep. Paul Cook","RepPaulCook","Apple Valley, California ","Twenty-six year retired @USMC Colonel serving as a United States Congressman from California's 8th Congressional District. Join the conversation #CA08 #Semperfi","http://t.co/vy6a8Rp8SU",7418,1163
"144",1074129612,"1074129612","Rep. Marc Veasey","RepVeasey","Dallas-Fort Worth, Texas","Proudly representing Fort Worth-Dallas. Born and reared in the Metroplex. Husband, father and Dallas Cowboys fan. #TX33, #DFW","http://t.co/MuCQE2uJdQ",9745,2828
"145",1074101017,"1074101017","Susan W. Brooks","SusanWBrooks","","Serving the good people of Indiana’s 5th District in Congress.","http://t.co/0ZSaz3JtOT",11598,1037
"146",1072467470,"1072467470","Sean Patrick Maloney","RepSeanMaloney","Cold Spring, NY ","Proud to represent New York's 18th Congressional District","http://t.co/O14V3nEA",10930,758
"147",1072008757,"1072008757","Rep. Chris Stewart","RepChrisStewart","Utah and DC","Utah's 2nd District Congressman. Former Air Force B-1 pilot, author, House Intelligence & Appropriations Committees. Visit http://t.co/GUW6weAva6","http://stewart.house.gov",7408,1045
"148",1071900114,"1071900114","Ted Yoho","RepTedYoho","","Representing Florida's 3rd Congressional District; large animal veterinarian; conservative business owner; Member of @HFACRepublicans & @HouseAgNews Committees","http://t.co/1SnsOiv0kl",11379,315
"149",1071840474,"1071840474","Rep. Brad Schneider","RepSchneider","Illinois","Proud to represent the people of Illinois's 10th Congressional District","http://t.co/sVfHx7ZP",4475,710
"150",1071402577,"1071402577","Senator Deb Fischer","SenatorFischer","","U.S. Senator and Cherry County rancher working to bring some Nebraska common sense to Washington","http://t.co/0O49SY7v",34442,172
"151",1071102246,"1071102246","Rep. Jared Huffman","RepHuffman","California's North Coast","Congressman for California's North Coast.   On Facebook at http://t.co/Xvh4af3Qid","http://t.co/1EuZeNQsh6",14545,783
"152",1069124515,"1069124515","Rep. Doug LaMalfa","RepLaMalfa","Northern California","Representing California's First District including Siskiyou, Shasta, Tehama, Butte, Glenn, Modoc, Lassen, Plumas, Sierra, Nevada and Placer Counties","http://t.co/zhUYypSZHQ",6060,984
"153",1068499286,"1068499286","Denny Heck","RepDennyHeck","South Puget Sound, WA","Proudly representing #WA10 in U.S. Congress. Husband, (gran)dad, @GonzagaBulldogs fan & #12thMan. Care about veterans, family-wage jobs & economic growth.","http://t.co/GdaqBMIimV",11634,1410
"154",1068481578,"1068481578","Senator Angus King","SenAngusKing","","News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.","http://t.co/i9TZOoGqOm",35902,543
"155",1065995022,"1065995022","Jackie Walorski","RepWalorski","","Representing Indiana's Second Congressional District","http://t.co/1c3JNm0kJ5",9434,703
"156",1064206014,"1064206014","Rep. Tulsi Gabbard","TulsiPress","","Aloha and welcome to the official Twitter page of Congresswoman Tulsi Gabbard (HI-02). Account managed by staff. Tulsi tweets signed TG.","http://t.co/gMf3nFbm",61845,1124
"157",1061385474,"1061385474","MichelleLujanGrisham","RepLujanGrisham","Albuquerque, NM","Proudly serving New Mexico's 1st Congressional District. Serving on House Agriculture, Budget and Oversight & Government Reform Committees.","https://t.co/U7SyDjGtP1",15919,528
"158",1061029050,"1061029050","Sen. Heidi Heitkamp","SenatorHeitkamp","","Official Twitter account for Heidi Heitkamp, U.S. Senator for #NorthDakota. Learn more on Facebook: https://t.co/sdBAQYB6b4.  Instagram: http://t.co/o02Q1Pt8AC","http://t.co/9NWVrvErQZ",42641,711
"159",1060984272,"1060984272","Elizabeth Esty","RepEsty","Cheshire, CT","Mom, community advocate, and U.S. Representative for Connecticut's 5th Congressional District. This is the official account for my Congressional office.","http://t.co/fzRpgWawFH",14593,1379
"160",1060487274,"1060487274","Rep. Doug Collins","RepDougCollins","Gainesville, Georgia","Working for Georgia's 9th Congressional District. Pastor, Attorney, Military Chaplain. Find me @HouseJudiciary when in session, beautiful #GA09 all other times.","http://t.co/puX4lAK5i5",9450,906
"161",1060370282,"1060370282","Markwayne Mullin","RepMullin","Oklahoma","Father of five. Small business owner. Honored to represent Oklahoma’s conservative values in Congress.","http://t.co/kI4gVUPg",10322,1140
"162",1058917562,"1058917562","Rep. Derek Kilmer","RepDerekKilmer","","Representing Washington's 6th District in the House of Representatives           FB: https://t.co/byKNKNH1UP","http://t.co/Gxq1ZBnp",11387,128
"163",1058807868,"1058807868","Ron DeSantis","RepDeSantis","","The Official Twitter account for Congressman DeSantis. Proudly representing Florida's 6th District. Stay connected through Facebook at http://t.co/WKpKHHXK!","http://t.co/4sM6hwE6",14213,1410
"164",1058717720,"1058717720","Ann McLane Kuster","RepAnnieKuster","NH's 2nd District","Honored to serve the people of New Hampshire’s Second District in Congress.","http://t.co/1ApjVskz3y",10594,2514
"165",1058520120,"1058520120","Tammy Duckworth","SenDuckworth","","Official Twitter account for Tammy Duckworth's Senate office. Posts by staff unless signed - TD. For more information, visit","https://t.co/LDObT9hkrZ",58572,8193
"166",1058460818,"1058460818","George Holding","RepHolding","","Official Twitter account for Congressman George Holding, representing North Carolina's 2nd Congressional District.","http://t.co/zH2CxxmUzu",8762,254
"167",1058345042,"1058345042","Congressman Tom Rice","RepTomRice","","Former CPA and tax lawyer. Proudly representing South Carolina's 7th Congressional District. Find me on FB at https://t.co/1YXogZ4l3N.","http://t.co/S6o0ATa6",7853,406
"168",1058256326,"1058256326","Rep. Chris Collins","RepChrisCollins","","Proud to represent New York’s 27th Congressional District. Focused on less spending in Washington and more jobs in America. Member of @HouseCommerce",,10426,586
"169",1058051748,"1058051748","Randy Weber","TXRandy14","Friendswood, TX","Representative for the 14th Congressional District of Texas.  http://t.co/3YiUH4dPNE | Instagram: TXRandy14","http://t.co/8FFRq13svl",8832,401
"170",1055907624,"1055907624","Rep. Joe Kennedy III","RepJoeKennedy","","Official Twitter account of Congressman Joe Kennedy III, representing Massachusetts' 4th Congressional District.","http://t.co/a9JpcTCQqQ",67999,635
"171",1055730738,"1055730738","Rep. Alan Lowenthal","RepLowenthal","Long Beach, CA","Proudly serving California's 47th Congressional District. http://t.co/pHmhAyCM6J","http://t.co/0MV3JJn9EM",15416,3300
"172",1055685948,"1055685948","US Rep. Rick Nolan","USRepRickNolan","","This is the official Twitter account for U.S Congressman Rick Nolan, proudly serving the people of Minnesota's 8th Congressional District.","http://t.co/Yv7W0ZPnhx",8363,1058
"173",1051127714,"1051127714","Grace Meng","RepGraceMeng","","Representing NY's 6th Congressional District - Parts of West, Central and Northeast Queens.  For specific questions or concerns, please contact my office.","http://t.co/P1ajY4Fn",15796,664
"174",1048784496,"1048784496","Rep. Kevin Cramer","RepKevinCramer","","Representing the great people of North Dakota in the United States House of Representatives. Member of @HouseCommerce","http://t.co/qcKOjPFIDo",8681,637
"175",1045853744,"1045853744","Rep. Luke Messer","RepLukeMesser","Shelbyville, IN","Husband to a wonderful wife, father of three great kids, Congressman for Indiana's 6th Congressional District, lifelong Hoosier, and a die-hard #Colts fan.","http://t.co/ppXKMWSIGC",9312,837
"176",1045110018,"1045110018","Rep. Dan Kildee","RepDanKildee","Michigan and Washington, D.C.","Honored to represent Michigan's Fifth Congressional District. Born and raised in Flint. Proud husband, father and grandfather.","http://t.co/0rIZMRJQSp",22147,1196
"177",1037321378,"1037321378","Mark Takano","RepMarkTakano","Riverside, CA","Proudly Representing California's 41st District. Member: @VetAffairsDems, @edworkforcedems, @SciCmteDems.","http://t.co/deOAwy64tV",33806,2058
"178",1009269193,"1009269193","Rep. Daniel Lipinski","RepLipinski","","Proudly representing the people of Illinois' 3rd Congressional District. Follow me on Facebook at http://t.co/The2w76j","http://t.co/CHbyJlgm",7028,879
"179",995193054,"995193054","Rep. Suzan DelBene","RepDelBene","","U.S. Congresswoman representing Washington's 1st Congressional District (#WA01)","http://t.co/qnvcd0Kg",14080,1492
"180",993153006,"993153006","US Rep Rodney Davis","RodneyDavis","Taylorville, IL","Proudly representing the 13th Congressional District of Illinois.","http://t.co/foaAG4Df",10691,551
"181",976969338,"976969338","Dave Joyce","RepDaveJoyce"," Washington, DC","Father, husband, and former prosecutor proudly representing #OH14","http://t.co/w7lVGg29p2",9513,2590
"182",975200486,"975200486","Thomas Massie","RepThomasMassie","","U.S. Representative for Kentucky's 4th District","http://t.co/p5MwpsoW",25453,601
"183",970207298,"970207298","Elizabeth Warren","SenWarren","","Official twitter account of Senator Elizabeth Warren of Massachusetts.","http://t.co/wsbNrrUt",2155009,259
"184",968650362,"968650362","Tom Cotton","SenTomCotton","","U.S. Senator proudly serving the state of Arkansas.","http://t.co/gR93LLUqRV",63423,380
"185",963480595,"963480595","Mark Meadows","RepMarkMeadows","Jackson County, NC","I am a businessman, husband and father proudly representing North Carolina's 11th Congressional District.","https://t.co/awcfuLlfst",17916,633
"186",960962340,"960962340","Rep. Andy Harris, MD","RepAndyHarrisMD","Maryland's First District","Proud to serve the people of MD-1; Anesthesiologist; Father to Joe, Becky, Irene, Jessica, & Danny; Grandfather to Charles, Abigail, Arthur, & Andrew.","https://t.co/LI7Vqp9ZGF",8823,598
"187",950783972,"950783972","Congressman Ami Bera","RepBera","Elk Grove, California","Ami Bera M.D., representing Sacramento County, California #CA7 in the U.S. House of Representatives.","http://t.co/clGCUwD756",17370,125
"188",950328072,"950328072","Rep Robert Pittenger","reppittenger","","Official Twitter of U.S. Congressman Robert Pittenger, proudly serving North Carolina's 9th District.","http://t.co/kSQTrO7y",9058,1182
"189",946549322,"946549322","Sen. Maggie Hassan","SenatorHassan","","This is the official Twitter account of U.S. Senator Maggie Hassan of New Hampshire.","https://t.co/BxeyYfMTaA",30421,664
"190",942156122,"942156122","Rep. Eric Swalwell","RepSwalwell","East Bay, CA & DC (CA-15)","I rep SF Bay Area in the U.S. Congress. Senior Democrat overseeing @cia on @HouseIntelComm. We are not helpless--for a better America: unite, #resist & reclaim.","https://t.co/tq8A1WWg2Y",48613,6637
"191",937723303,"937723303","Rep. John Delaney","RepJohnDelaney","Maryland's Sixth District","Official Twitter page for Congressman John K. Delaney, representing Maryland’s Sixth Congressional District in the U.S. House of Representatives.","http://t.co/ShbbNdzjMq",12189,1354
"192",935368364,"935368364","Rep. Mike Kelly","MikeKellyPA","Washington, DC","Representative Mike Kelly proudly and humbly serves the people of Pennsylvania's Third District (#PA03) and currently sits on the House Ways & Means Committee.","http://t.co/eqfb8LoF4s",8238,888
"193",935033864,"935033864","Richard Hudson","RepRichHudson","Concord, NC","Official Twitter account for Congressman Richard Hudson -- proudly representing the 8th Congressional District of North Carolina.","https://t.co/KyMhp4Akkf",10784,1847
"194",912608010,"912608010","Rep. Pat Tiberi","PatTiberi","","Father, husband, son, OSU Alum, #Buckeye fan. Proudly representing #OH12","http://t.co/xOHdDGov9m",9361,1550
"195",851621377,"851621377","Sensenbrenner Press","JimPressOffice","","Press Office of Congressman Jim Sensenbrenner, representing Wisconsin's Fifth District. Former Chair of House Judiciary Committee.","http://t.co/VNdLE9VEEs",4282,585
"196",834069080,"834069080","David Rouzer","RepDavidRouzer","","Congressman from North Carolina's 7th Congressional district",,3726,393
